startingAirport,destinationAirport,route_od,N,precio_medio_real,precio_medio_predicho,MAE,RMSE,MAPE_%,R2,lat_origin,lon_origin,lat_dest,lon_dest,dificultad,color
BOS,JFK,BOS_JFK,339.0,231.17359882005897,196.93297552288294,62.72076603393648,96.60613383659302,29.29156548944045,0.6549125817579664,42.3656,-71.0096,40.6413,-73.7781,Fácil de predecir,green
DTW,ORD,DTW_ORD,166.0,215.92445783132524,180.5970134594792,62.53335495072228,117.62307518930635,25.436584445548455,0.4908520080432949,42.2162,-83.3554,41.9742,-87.9073,Fácil de predecir,green
ORD,DFW,ORD_DFW,420.0,261.7005476190476,227.42797491019144,62.51521215260164,88.58279804249942,24.94810306968487,0.5071360022121509,41.9742,-87.9073,32.8998,-97.0403,Fácil de predecir,green
IAD,DTW,IAD_DTW,84.0,215.5039285714285,198.76058073018618,62.21489441602008,101.8895705441369,27.64100914295844,0.5062277962868943,38.9531,-77.4565,42.2162,-83.3554,Fácil de predecir,green
LGA,DEN,LGA_DEN,265.0,190.01294339622638,223.12111346569267,62.037497730287484,75.49093156596025,40.108128277186196,0.22333311938699052,40.7769,-73.874,39.8561,-104.6737,Fácil de predecir,green
MIA,JFK,MIA_JFK,242.0,178.73066115702474,177.5591879555116,61.982811095901965,103.49091731925986,34.707849890923676,0.4769491599260768,25.7959,-80.287,40.6413,-73.7781,Fácil de predecir,green
LAX,LGA,LAX_LGA,549.0,298.71836065573774,293.25931664557504,61.9309486032247,80.73248580721334,22.300247467923793,0.5199895343379615,33.9416,-118.4085,40.7769,-73.874,Fácil de predecir,green
PHL,ATL,PHL_ATL,249.0,209.4258232931727,202.06001738106264,61.770531332638555,84.49438759336145,39.525241490561896,0.30663774681127265,39.8744,-75.2424,33.6407,-84.4277,Fácil de predecir,green
DFW,PHL,DFW_PHL,342.0,299.2126900584795,274.50239252381925,61.405007286174786,96.44745625506472,22.666370966015986,0.36574470633127365,32.8998,-97.0403,39.8744,-75.2424,Fácil de predecir,green
EWR,IAD,EWR_IAD,203.0,313.2222167487684,292.61974936434547,61.34581213963438,79.11683404479373,20.549258314683037,0.5960919780470191,40.6895,-74.1745,38.9531,-77.4565,Fácil de predecir,green
DTW,EWR,DTW_EWR,203.0,243.41788177339896,215.49106941907917,61.24685329435309,95.80506177316732,24.138173595420216,0.35946722535718323,42.2162,-83.3554,40.6895,-74.1745,Fácil de predecir,green
BOS,DTW,BOS_DTW,336.0,205.3163988095238,196.92463324957896,61.1496876723118,85.77980624950625,33.03092161652642,0.33539537417155185,42.3656,-71.0096,42.2162,-83.3554,Fácil de predecir,green
IAD,MIA,IAD_MIA,137.0,260.72408759124085,233.29486226741255,60.828180600116646,85.8387778430196,22.308019265224303,0.5378548495657905,38.9531,-77.4565,25.7959,-80.287,Fácil de predecir,green
MIA,EWR,MIA_EWR,231.0,227.3635497835497,207.50155488972396,60.587850418440844,91.20347040392657,31.712438531785242,0.6451111162581875,25.7959,-80.287,40.6895,-74.1745,Fácil de predecir,green
IAD,LGA,IAD_LGA,395.0,375.978582278481,349.31513664991604,60.52036274495063,107.46525282084835,15.62692709565981,0.5532447662557936,38.9531,-77.4565,40.7769,-73.874,Fácil de predecir,green
BOS,ORD,BOS_ORD,425.0,190.32317647058818,183.03762488835696,60.51443199549921,115.34336930266578,33.759176391332886,0.39344668393025717,42.3656,-71.0096,41.9742,-87.9073,Fácil de predecir,green
DFW,CLT,DFW_CLT,472.0,324.7431779661017,300.1847153339542,60.24692158218116,98.53654263824802,19.241701317086946,0.3590382588491581,32.8998,-97.0403,35.2144,-80.9473,Fácil de predecir,green
ORD,DTW,ORD_DTW,145.0,224.2384827586207,184.52324293197736,59.91435869130411,134.42001598038823,22.00700693824675,0.4544108236942692,41.9742,-87.9073,42.2162,-83.3554,Fácil de predecir,green
PHL,DFW,PHL_DFW,376.0,293.5257712765957,276.3077025475408,59.881352840175346,98.02212164083251,27.816503943746593,0.428608920166455,39.8744,-75.2424,32.8998,-97.0403,Fácil de predecir,green
IAD,CLT,IAD_CLT,122.0,209.76434426229503,165.35628746683986,59.849888251703334,83.82491615522366,26.086614410810604,0.3363511664553165,38.9531,-77.4565,35.2144,-80.9473,Fácil de predecir,green
DFW,BOS,DFW_BOS,468.0,288.66933760683753,268.8536985334736,59.63793367083621,102.10108115603354,22.017002476860416,0.4071944236480083,32.8998,-97.0403,42.3656,-71.0096,Fácil de predecir,green
EWR,DFW,EWR_DFW,314.0,262.29277070063694,244.09254277460354,59.462762782800354,85.39821247635228,24.39828180356105,0.5595199565040685,40.6895,-74.1745,32.8998,-97.0403,Fácil de predecir,green
MIA,BOS,MIA_BOS,372.0,178.31177419354833,192.79885044767872,59.02450007947224,80.50360470200319,36.90084882683908,0.267543795518127,25.7959,-80.287,42.3656,-71.0096,Fácil de predecir,green
LGA,MIA,LGA_MIA,268.0,195.1371268656716,188.84772256530383,58.93056297776301,118.0761602922166,32.68968375318084,0.5752320052150486,40.7769,-73.874,25.7959,-80.287,Fácil de predecir,green
CLT,IAD,CLT_IAD,115.0,194.4380869565217,158.77351653599936,58.91597625510398,96.71478415641378,27.569419085135973,0.5099557166471991,35.2144,-80.9473,38.9531,-77.4565,Fácil de predecir,green
BOS,MIA,BOS_MIA,420.0,182.8075714285714,192.07839989401944,58.89041226907067,81.18341532102495,36.81382611344041,0.30918461095626937,42.3656,-71.0096,25.7959,-80.287,Fácil de predecir,green
CLT,MIA,CLT_MIA,426.0,334.95708920187786,321.81333734283277,58.88582493976418,79.36583320259312,18.40036861340176,0.2803412505921262,35.2144,-80.9473,25.7959,-80.287,Fácil de predecir,green
IAD,LAX,IAD_LAX,327.0,334.233119266055,317.7644248868012,58.78810062591689,81.37874292042521,17.593352765714187,0.6237328570366937,38.9531,-77.4565,33.9416,-118.4085,Fácil de predecir,green
ORD,DEN,ORD_DEN,217.0,240.09516129032255,252.6318800757766,58.60807687698073,73.64622710687453,30.032694871719144,0.5596111339846662,41.9742,-87.9073,39.8561,-104.6737,Fácil de predecir,green
LAX,IAD,LAX_IAD,330.0,325.41184848484846,321.52464807511467,58.54156825923767,82.94939285907446,18.721500574299547,0.5581321489160885,33.9416,-118.4085,38.9531,-77.4565,Fácil de predecir,green
CLT,DFW,CLT_DFW,518.0,328.26005791505787,306.21116280337816,58.50787456146104,80.78394396181365,19.60740727653047,0.47222894935783943,35.2144,-80.9473,32.8998,-97.0403,Fácil de predecir,green
DFW,DTW,DFW_DTW,244.0,277.0819672131147,260.0559740167054,58.25294223205352,80.7202828578873,21.667419707468547,0.4132375567960517,32.8998,-97.0403,42.2162,-83.3554,Fácil de predecir,green
CLT,ORD,CLT_ORD,505.0,286.8853069306931,275.45594993260306,58.21258482133223,75.20740695166381,24.373718584314485,0.5324234833838342,35.2144,-80.9473,41.9742,-87.9073,Fácil de predecir,green
ATL,IAD,ATL_IAD,116.0,220.4843103448275,179.88702649227773,57.760788671519244,100.67653213871367,21.27217630045141,0.5441635832479592,33.6407,-84.4277,38.9531,-77.4565,Fácil de predecir,green
ORD,BOS,ORD_BOS,400.0,191.463225,188.19186314256265,57.70842806990222,129.43655105613377,32.523488407179876,0.5447896111982842,41.9742,-87.9073,42.3656,-71.0096,Fácil de predecir,green
LGA,DTW,LGA_DTW,271.0,221.71357933579338,197.17118815911255,57.454537523119406,91.55485459111968,26.094390324737695,0.3847849019321439,40.7769,-73.874,42.2162,-83.3554,Fácil de predecir,green
DFW,EWR,DFW_EWR,303.0,237.21442244224414,231.32198745901567,57.23075479093735,82.52566160317708,29.09691787818552,0.5882480783641042,32.8998,-97.0403,40.6895,-74.1745,Fácil de predecir,green
JFK,BOS,JFK_BOS,318.0,210.6988364779874,185.915637671569,57.14036378354321,83.032105825242,29.860178748416878,0.6771552614880704,40.6413,-73.7781,42.3656,-71.0096,Fácil de predecir,green
JFK,ORD,JFK_ORD,477.0,408.47587002096435,384.59907054479436,57.00204304140481,85.50525606757358,17.775530441462426,0.7514672191352784,40.6413,-73.7781,41.9742,-87.9073,Fácil de predecir,green
DFW,ATL,DFW_ATL,270.0,199.40359259259256,180.2111633048526,56.84349484939318,84.96797667065896,34.47833611312162,0.37508459527261484,32.8998,-97.0403,33.6407,-84.4277,Fácil de predecir,green
PHL,CLT,PHL_CLT,382.0,277.8075916230366,258.51920670650054,56.80998566036244,88.09986689835199,23.722344726623685,0.2832069153019686,39.8744,-75.2424,35.2144,-80.9473,Fácil de predecir,green
EWR,MIA,EWR_MIA,203.0,212.9188669950738,194.04202951526494,56.567622437711115,114.34339813497914,31.983490875928354,0.6210127855706674,40.6895,-74.1745,25.7959,-80.287,Fácil de predecir,green
MIA,DTW,MIA_DTW,321.0,256.1995950155763,235.56028230825854,55.48921859660134,96.07753450613804,22.233009290639774,0.3911044743174632,25.7959,-80.287,42.2162,-83.3554,Fácil de predecir,green
MIA,IAD,MIA_IAD,118.0,238.14271186440666,244.71327203174386,55.43750906632173,80.00042285456168,23.320540256726268,0.5711388683469502,25.7959,-80.287,38.9531,-77.4565,Fácil de predecir,green
DFW,SFO,DFW_SFO,301.0,239.2613953488372,250.37965860443853,55.08819910608517,79.25416778712837,30.98584160184104,0.41703873558490234,32.8998,-97.0403,37.6213,-122.379,Fácil de predecir,green
JFK,IAD,JFK_IAD,193.0,386.92984455958543,360.44708834238435,54.957552794603195,76.0415409735136,15.072001922598176,0.7004444554139994,40.6413,-73.7781,38.9531,-77.4565,Fácil de predecir,green
LGA,IAD,LGA_IAD,355.0,380.73197183098586,357.7854867723954,54.589383190042874,99.97477710671826,14.750934470939928,0.6105264810542516,40.7769,-73.874,38.9531,-77.4565,Fácil de predecir,green
MIA,LGA,MIA_LGA,253.0,167.1807114624506,180.70720029077498,54.290066545328585,102.3929419680909,35.93731425505941,0.3232262799771317,25.7959,-80.287,40.7769,-73.874,Fácil de predecir,green
BOS,PHL,BOS_PHL,168.0,188.6905357142857,163.469383466773,54.28007755324541,76.08927804533784,32.60384354647354,0.5786449258490793,42.3656,-71.0096,39.8744,-75.2424,Fácil de predecir,green
ATL,DFW,ATL_DFW,325.0,203.8221846153846,178.0814895326885,53.45606484229495,80.46931770249651,28.357127388566006,0.37188853599545646,33.6407,-84.4277,32.8998,-97.0403,Fácil de predecir,green
ORD,EWR,ORD_EWR,322.0,198.93645962732916,164.63717202342875,53.360762334795986,102.46857235451174,23.71826016751568,0.30024630606061165,41.9742,-87.9073,40.6895,-74.1745,Fácil de predecir,green
ORD,ATL,ORD_ATL,360.0,199.11472222222218,177.86268620368395,53.24193321792422,96.82039548422873,26.616497401767305,0.39891559648862085,41.9742,-87.9073,33.6407,-84.4277,Fácil de predecir,green
ORD,PHL,ORD_PHL,270.0,225.21503703703698,205.40191194144546,53.02204825767974,86.08204602801678,22.098963638853732,0.44262992230187614,41.9742,-87.9073,39.8744,-75.2424,Fácil de predecir,green
ORD,JFK,ORD_JFK,497.0,378.1324346076459,354.0404406301568,52.476486376027296,73.97771493871272,16.998145876488795,0.8201988889463062,41.9742,-87.9073,40.6413,-73.7781,Fácil de predecir,green
ORD,MIA,ORD_MIA,376.0,239.8990957446808,214.90782923640953,52.2709928057161,75.30998865180302,21.491795316925728,0.5071827216011119,41.9742,-87.9073,25.7959,-80.287,Fácil de predecir,green
LAX,DFW,LAX_DFW,560.0,252.64064285714286,226.67406739902873,51.61390000386106,75.8805677835322,21.992421945481546,0.5646358238342879,33.9416,-118.4085,32.8998,-97.0403,Fácil de predecir,green
EWR,CLT,EWR_CLT,274.0,234.6269708029197,217.36764651304054,51.200916989595214,97.8725554848252,20.877591392956642,0.47209271573580924,40.6895,-74.1745,35.2144,-80.9473,Fácil de predecir,green
MIA,ORD,MIA_ORD,436.0,240.64415137614674,221.53480178964713,51.10084633062294,84.15562176032245,21.10531947296611,0.4090470609665946,25.7959,-80.287,41.9742,-87.9073,Fácil de predecir,green
PHL,ORD,PHL_ORD,263.0,220.40638783269958,200.17990546347065,50.90601162335475,81.42925864523471,23.574527771847055,0.4289129271727268,39.8744,-75.2424,41.9742,-87.9073,Fácil de predecir,green
BOS,ATL,BOS_ATL,414.0,222.20898550724635,218.1503149750975,50.695435738011,70.01795559260017,25.49307746573365,0.614045955386739,42.3656,-71.0096,33.6407,-84.4277,Fácil de predecir,green
CLT,EWR,CLT_EWR,263.0,240.53231939163496,221.57161099639202,49.9630357762594,94.14475956564795,20.69861890271298,0.4550561986484991,35.2144,-80.9473,40.6895,-74.1745,Fácil de predecir,green
DTW,LGA,DTW_LGA,296.0,213.81043918918917,196.20655439173632,49.60288149494663,71.17525911823267,24.563189865977133,0.5704174010412856,42.2162,-83.3554,40.7769,-73.874,Fácil de predecir,green
DFW,IAD,DFW_IAD,162.0,265.2543209876543,239.2781626892775,49.27061163816862,91.53002972382448,17.432470035917454,0.5393707925996596,32.8998,-97.0403,38.9531,-77.4565,Fácil de predecir,green
LGA,DFW,LGA_DFW,396.0,223.95388888888886,199.41827849741682,48.7054456782328,109.07766025234511,19.844879222411237,0.4807643814266419,40.7769,-73.874,32.8998,-97.0403,Fácil de predecir,green
ATL,ORD,ATL_ORD,350.0,195.7465714285714,180.5819171034701,47.88086322519633,90.36312458022513,23.456563771624538,0.35221322996276194,33.6407,-84.4277,41.9742,-87.9073,Fácil de predecir,green
PHL,BOS,PHL_BOS,148.0,160.34979729729727,146.65574461828115,47.85656340325896,62.08900994221694,33.81200038120371,0.4665542745453761,39.8744,-75.2424,42.3656,-71.0096,Fácil de predecir,green
ATL,LGA,ATL_LGA,420.0,178.2283095238095,169.63679694881426,47.72453789799287,84.91942622629287,30.336905261469536,0.5759516540644426,33.6407,-84.4277,40.7769,-73.874,Fácil de predecir,green
DFW,LAX,DFW_LAX,544.0,234.56373161764702,222.64243065581374,47.13363916518978,67.3479271708145,24.401395913740114,0.5822828856709712,32.8998,-97.0403,33.9416,-118.4085,Fácil de predecir,green
EWR,ORD,EWR_ORD,342.0,189.43985380116953,167.7635410268757,47.126277186227135,69.48675842478369,24.51849392850282,0.49748059442016157,40.6895,-74.1745,41.9742,-87.9073,Fácil de predecir,green
ATL,EWR,ATL_EWR,299.0,175.52511705685617,173.72395849893527,47.007511350123636,60.366638716855,32.071665069804546,0.5585159272787616,33.6407,-84.4277,40.6895,-74.1745,Fácil de predecir,green
EWR,ATL,EWR_ATL,240.0,194.323375,176.87625351297046,46.85952822863382,63.000766521754386,26.566702906201435,0.5786781283787905,40.6895,-74.1745,33.6407,-84.4277,Fácil de predecir,green
DTW,IAD,DTW_IAD,113.0,195.68654867256632,182.28854491872593,46.35643478540176,76.09654586726472,22.820492300427304,0.5067291023559143,42.2162,-83.3554,38.9531,-77.4565,Fácil de predecir,green
LGA,ATL,LGA_ATL,369.0,176.08582655826555,169.932315959325,46.120241290400614,60.89813028366405,30.847718646525557,0.534573779486702,40.7769,-73.874,33.6407,-84.4277,Fácil de predecir,green
ATL,BOS,ATL_BOS,379.0,216.212506596306,209.16467094573292,45.370146455849266,61.7222814864511,23.272248590265217,0.6648763839007028,33.6407,-84.4277,42.3656,-71.0096,Fácil de predecir,green
ATL,CLT,ATL_CLT,188.0,287.58212765957444,269.18115758982265,44.452209525584585,64.42007971781005,16.20259203601049,0.6932277666034092,33.6407,-84.4277,35.2144,-80.9473,Fácil de predecir,green
CLT,LGA,CLT_LGA,489.0,214.16715746421264,191.75677109604302,44.34600223389204,101.5678722441504,19.51356565384394,0.1781763966554154,35.2144,-80.9473,40.7769,-73.874,Fácil de predecir,green
BOS,EWR,BOS_EWR,149.0,162.8577181208054,138.91073794027,44.09447696553596,116.0651881982795,20.994532310943224,0.2230298239942763,42.3656,-71.0096,40.6895,-74.1745,Fácil de predecir,green
LAX,SFO,LAX_SFO,296.0,144.9719256756757,134.21349880679696,43.60112527036656,73.86050311949148,38.21433767201095,0.3377494800492209,33.9416,-118.4085,37.6213,-122.379,Fácil de predecir,green
CLT,ATL,CLT_ATL,199.0,303.40427135678385,286.18592768886657,43.55247427629841,63.27695586392822,14.603783317395035,0.6842164978962292,35.2144,-80.9473,33.6407,-84.4277,Fácil de predecir,green
LGA,CLT,LGA_CLT,461.0,212.55208242950104,192.5698707901665,43.53989797085139,82.75025936148145,19.735399778879074,0.297658868353911,40.7769,-73.874,35.2144,-80.9473,Fácil de predecir,green
IAD,ATL,IAD_ATL,129.0,188.04527131782942,172.3348939212613,39.52557820148894,58.275088038240675,20.087371909967732,0.5660012301784738,38.9531,-77.4565,33.6407,-84.4277,Fácil de predecir,green
DFW,LGA,DFW_LGA,440.0,194.9841818181818,191.6963496878657,38.88413973421604,55.905910040387134,21.53712930461497,0.551003290136201,32.8998,-97.0403,40.7769,-73.874,Fácil de predecir,green
ORD,LGA,ORD_LGA,479.0,176.46770354906047,152.804894254205,38.62824809293144,64.41614260122297,19.044852837811117,0.30658011316762446,41.9742,-87.9073,40.7769,-73.874,Fácil de predecir,green
SFO,LAX,SFO_LAX,312.0,141.62791666666664,129.62123802215115,38.19702996577182,61.16082178408385,34.23308395104669,0.4478429510752403,37.6213,-122.379,33.9416,-118.4085,Fácil de predecir,green
LGA,ORD,LGA_ORD,509.0,179.9192337917485,159.4648813066159,36.44890726585857,49.69285155977297,19.191612381508563,0.5109502871521439,40.7769,-73.874,41.9742,-87.9073,Fácil de predecir,green
BOS,LGA,BOS_LGA,446.0,154.73378923766813,130.89280007194262,36.41545376947175,56.95920087738498,20.948981623481984,0.4552166587468429,42.3656,-71.0096,40.7769,-73.874,Fácil de predecir,green
LGA,BOS,LGA_BOS,413.0,143.91399515738496,125.1103104406267,32.29442978340993,53.23777237287426,19.438562513572037,0.5377891763719134,40.7769,-73.874,42.3656,-71.0096,Fácil de predecir,green
EWR,BOS,EWR_BOS,178.0,147.14887640449436,130.638568259301,32.19661193785777,53.43139508339757,19.340762870356297,0.6601556101894434,40.6895,-74.1745,42.3656,-71.0096,Fácil de predecir,green
